ibge_code,city,state_uf,state_name,city_search
2512101,Pombal,PB,Paraíba,pombal
2512200,Prata,PB,Paraíba,prata
2512309,Princesa Isabel,PB,Paraíba,princesa isabel
2512408,Puxinanã,PB,Paraíba,puxinana
2512507,Queimadas,PB,Paraíba,queimadas
2512606,Quixaba,PB,Paraíba,quixaba
2512705,Remígio,PB,Paraíba,remigio
2512747,Riachão,PB,Paraíba,riachao
2512754,Riachão do Bacamarte,PB,Paraíba,riachao do bacamarte
2512762,Riachão do Poço,PB,Paraíba,riachao do poco
2512788,Riacho de Santo Antônio,PB,Paraíba,riacho de santo antonio
2512804,Riacho dos Cavalos,PB,Paraíba,riacho dos cavalos
2512903,Rio Tinto,PB,Paraíba,rio tinto
2513000,Salgadinho,PB,Paraíba,salgadinho
2513109,Salgado de São Félix,PB,Paraíba,salgado de sao felix
2513158,Santa Cecília,PB,Paraíba,santa cecilia
2513208,Santa Cruz,PB,Paraíba,santa cruz
2513307,Santa Helena,PB,Paraíba,santa helena
2513356,Santa Inês,PB,Paraíba,santa ines
2513406,Santa Luzia,PB,Paraíba,santa luzia
2513703,Santa Rita,PB,Paraíba,santa rita
2513802,Santa Teresinha,PB,Paraíba,santa teresinha
2513505,Santana de Mangueira,PB,Paraíba,santana de mangueira
2513604,Santana dos Garrotes,PB,Paraíba,santana dos garrotes
2513851,Santo André,PB,Paraíba,santo andre
2513927,São Bentinho,PB,Paraíba,sao bentinho
2513901,São Bento,PB,Paraíba,sao bento
2513968,São Domingos,PB,Paraíba,sao domingos
2513943,São Domingos do Cariri,PB,Paraíba,sao domingos do cariri
2513984,São Francisco,PB,Paraíba,sao francisco
2514008,São João do Cariri,PB,Paraíba,sao joao do cariri
2500700,São João do Rio do Peixe,PB,Paraíba,sao joao do rio do peixe
2514107,São João do Tigre,PB,Paraíba,sao joao do tigre
2514206,São José da Lagoa Tapada,PB,Paraíba,sao jose da lagoa tapada
2514305,São José de Caiana,PB,Paraíba,sao jose de caiana
2514404,São José de Espinharas,PB,Paraíba,sao jose de espinharas
2514503,São José de Piranhas,PB,Paraíba,sao jose de piranhas
2514552,São José de Princesa,PB,Paraíba,sao jose de princesa
2514602,São José do Bonfim,PB,Paraíba,sao jose do bonfim
2514651,São José do Brejo do Cruz,PB,Paraíba,sao jose do brejo do cruz
2514701,São José do Sabugi,PB,Paraíba,sao jose do sabugi
2514800,São José dos Cordeiros,PB,Paraíba,sao jose dos cordeiros
2514453,São José dos Ramos,PB,Paraíba,sao jose dos ramos
2514909,São Mamede,PB,Paraíba,sao mamede
2515005,São Miguel de Taipu,PB,Paraíba,sao miguel de taipu
2515104,São Sebastião de Lagoa de Roça,PB,Paraíba,sao sebastiao de lagoa de roca
2515203,São Sebastião do Umbuzeiro,PB,Paraíba,sao sebastiao do umbuzeiro
2515401,São Vicente do Seridó,PB,Paraíba,sao vicente do serido
2515302,Sapé,PB,Paraíba,sape
2515500,Serra Branca,PB,Paraíba,serra branca
2515609,Serra da Raiz,PB,Paraíba,serra da raiz
2515708,Serra Grande,PB,Paraíba,serra grande
2515807,Serra Redonda,PB,Paraíba,serra redonda
2515906,Serraria,PB,Paraíba,serraria
2515930,Sertãozinho,PB,Paraíba,sertaozinho
2515971,Sobrado,PB,Paraíba,sobrado
2516003,Solânea,PB,Paraíba,solanea
2516102,Soledade,PB,Paraíba,soledade
2516151,Sossêgo,PB,Paraíba,sossego
2516201,Sousa,PB,Paraíba,sousa
2516300,Sumé,PB,Paraíba,sume
2516409,Tacima,PB,Paraíba,tacima
2516508,Taperoá,PB,Paraíba,taperoa
2516607,Tavares,PB,Paraíba,tavares
2516706,Teixeira,PB,Paraíba,teixeira
2516755,Tenório,PB,Paraíba,tenorio
2516805,Triunfo,PB,Paraíba,triunfo
2516904,Uiraúna,PB,Paraíba,uirauna
2517001,Umbuzeiro,PB,Paraíba,umbuzeiro
2517100,Várzea,PB,Paraíba,varzea
2517209,Vieirópolis,PB,Paraíba,vieiropolis
2505501,Vista Serrana,PB,Paraíba,vista serrana
2517407,Zabelê,PB,Paraíba,zabele
2600054,Abreu e Lima,PE,Pernambuco,abreu e lima
2600104,Afogados da Ingazeira,PE,Pernambuco,afogados da ingazeira
2600203,Afrânio,PE,Pernambuco,afranio
2600302,Agrestina,PE,Pernambuco,agrestina
2600401,Água Preta,PE,Pernambuco,agua preta
2600500,Águas Belas,PE,Pernambuco,aguas belas
2600609,Alagoinha,PE,Pernambuco,alagoinha
2600708,Aliança,PE,Pernambuco,alianca
2600807,Altinho,PE,Pernambuco,altinho
2600906,Amaraji,PE,Pernambuco,amaraji
2601003,Angelim,PE,Pernambuco,angelim
2601052,Araçoiaba,PE,Pernambuco,aracoiaba
2601102,Araripina,PE,Pernambuco,araripina
2601201,Arcoverde,PE,Pernambuco,arcoverde
2601300,Barra de Guabiraba,PE,Pernambuco,barra de guabiraba
2601409,Barreiros,PE,Pernambuco,barreiros
2601508,Belém de Maria,PE,Pernambuco,belem de maria
2601607,Belém do São Francisco,PE,Pernambuco,belem do sao francisco
2601706,Belo Jardim,PE,Pernambuco,belo jardim
2601805,Betânia,PE,Pernambuco,betania
2601904,Bezerros,PE,Pernambuco,bezerros
2602001,Bodocó,PE,Pernambuco,bodoco
2602100,Bom Conselho,PE,Pernambuco,bom conselho
2602209,Bom Jardim,PE,Pernambuco,bom jardim
2602308,Bonito,PE,Pernambuco,bonito
2602407,Brejão,PE,Pernambuco,brejao
2602506,Brejinho,PE,Pernambuco,brejinho
2602605,Brejo da Madre de Deus,PE,Pernambuco,brejo da madre de deus
2602704,Buenos Aires,PE,Pernambuco,buenos aires
2602803,Buíque,PE,Pernambuco,buique
2602902,Cabo de Santo Agostinho,PE,Pernambuco,cabo de santo agostinho
2603009,Cabrobó,PE,Pernambuco,cabrobo
2603108,Cachoeirinha,PE,Pernambuco,cachoeirinha
2603207,Caetés,PE,Pernambuco,caetes
2603306,Calçado,PE,Pernambuco,calcado
2603405,Calumbi,PE,Pernambuco,calumbi
2603454,Camaragibe,PE,Pernambuco,camaragibe
2603504,Camocim de São Félix,PE,Pernambuco,camocim de sao felix
2603603,Camutanga,PE,Pernambuco,camutanga
2603702,Canhotinho,PE,Pernambuco,canhotinho
2603801,Capoeiras,PE,Pernambuco,capoeiras
2603900,Carnaíba,PE,Pernambuco,carnaiba
2603926,Carnaubeira da Penha,PE,Pernambuco,carnaubeira da penha
2604007,Carpina,PE,Pernambuco,carpina
2604106,Caruaru,PE,Pernambuco,caruaru
2604155,Casinhas,PE,Pernambuco,casinhas
2604205,Catende,PE,Pernambuco,catende
2604304,Cedro,PE,Pernambuco,cedro
2604403,Chã de Alegria,PE,Pernambuco,cha de alegria
2604502,Chã Grande,PE,Pernambuco,cha grande
2604601,Condado,PE,Pernambuco,condado
2604700,Correntes,PE,Pernambuco,correntes
2604809,Cortês,PE,Pernambuco,cortes
2604908,Cumaru,PE,Pernambuco,cumaru
2605004,Cupira,PE,Pernambuco,cupira
2605103,Custódia,PE,Pernambuco,custodia
2605152,Dormentes,PE,Pernambuco,dormentes
2605202,Escada,PE,Pernambuco,escada
2605301,Exu,PE,Pernambuco,exu
2605400,Feira Nova,PE,Pernambuco,feira nova
2605459,Fernando de Noronha,PE,Pernambuco,fernando de noronha
2605509,Ferreiros,PE,Pernambuco,ferreiros
2605608,Flores,PE,Pernambuco,flores
2605707,Floresta,PE,Pernambuco,floresta
2605806,Frei Miguelinho,PE,Pernambuco,frei miguelinho
2605905,Gameleira,PE,Pernambuco,gameleira
2606002,Garanhuns,PE,Pernambuco,garanhuns
2606101,Glória do Goitá,PE,Pernambuco,gloria do goita
2606200,Goiana,PE,Pernambuco,goiana
2606309,Granito,PE,Pernambuco,granito
2606408,Gravatá,PE,Pernambuco,gravata
2606507,Iati,PE,Pernambuco,iati
2606606,Ibimirim,PE,Pernambuco,ibimirim
2606705,Ibirajuba,PE,Pernambuco,ibirajuba
2606804,Igarassu,PE,Pernambuco,igarassu
2606903,Iguaracy,PE,Pernambuco,iguaracy
2607604,Ilha de Itamaracá,PE,Pernambuco,ilha de itamaraca
2607000,Inajá,PE,Pernambuco,inaja
2607109,Ingazeira,PE,Pernambuco,ingazeira
2607208,Ipojuca,PE,Pernambuco,ipojuca
2607307,Ipubi,PE,Pernambuco,ipubi
2607406,Itacuruba,PE,Pernambuco,itacuruba
2607505,Itaíba,PE,Pernambuco,itaiba
2607653,Itambé,PE,Pernambuco,itambe
2607703,Itapetim,PE,Pernambuco,itapetim
2607752,Itapissuma,PE,Pernambuco,itapissuma
2607802,Itaquitinga,PE,Pernambuco,itaquitinga
2607901,Jaboatão dos Guararapes,PE,Pernambuco,jaboatao dos guararapes
2607950,Jaqueira,PE,Pernambuco,jaqueira
2608008,Jataúba,PE,Pernambuco,jatauba
2608057,Jatobá,PE,Pernambuco,jatoba
2608107,João Alfredo,PE,Pernambuco,joao alfredo
2608206,Joaquim Nabuco,PE,Pernambuco,joaquim nabuco
2608255,Jucati,PE,Pernambuco,jucati
2608305,Jupi,PE,Pernambuco,jupi
2608404,Jurema,PE,Pernambuco,jurema
2608503,Lagoa de Itaenga,PE,Pernambuco,lagoa de itaenga
2608453,Lagoa do Carro,PE,Pernambuco,lagoa do carro
2608602,Lagoa do Ouro,PE,Pernambuco,lagoa do ouro
2608701,Lagoa dos Gatos,PE,Pernambuco,lagoa dos gatos
2608750,Lagoa Grande,PE,Pernambuco,lagoa grande
2608800,Lajedo,PE,Pernambuco,lajedo
2608909,Limoeiro,PE,Pernambuco,limoeiro
2609006,Macaparana,PE,Pernambuco,macaparana
2609105,Machados,PE,Pernambuco,machados
2609154,Manari,PE,Pernambuco,manari
2609204,Maraial,PE,Pernambuco,maraial
2609303,Mirandiba,PE,Pernambuco,mirandiba
2614303,Moreilândia,PE,Pernambuco,moreilandia
2609402,Moreno,PE,Pernambuco,moreno
2609501,Nazaré da Mata,PE,Pernambuco,nazare da mata
2609600,Olinda,PE,Pernambuco,olinda
2609709,Orobó,PE,Pernambuco,orobo
2609808,Orocó,PE,Pernambuco,oroco
2609907,Ouricuri,PE,Pernambuco,ouricuri
2610004,Palmares,PE,Pernambuco,palmares
2610103,Palmeirina,PE,Pernambuco,palmeirina
2610202,Panelas,PE,Pernambuco,panelas
2610301,Paranatama,PE,Pernambuco,paranatama
2610400,Parnamirim,PE,Pernambuco,parnamirim
2610509,Passira,PE,Pernambuco,passira
2610608,Paudalho,PE,Pernambuco,paudalho
2610707,Paulista,PE,Pernambuco,paulista
2610806,Pedra,PE,Pernambuco,pedra
2610905,Pesqueira,PE,Pernambuco,pesqueira
2611002,Petrolândia,PE,Pernambuco,petrolandia
2611101,Petrolina,PE,Pernambuco,petrolina
2611200,Poção,PE,Pernambuco,pocao
2611309,Pombos,PE,Pernambuco,pombos
2611408,Primavera,PE,Pernambuco,primavera
2611507,Quipapá,PE,Pernambuco,quipapa
2611533,Quixaba,PE,Pernambuco,quixaba
2611606,Recife,PE,Pernambuco,recife
2611705,Riacho das Almas,PE,Pernambuco,riacho das almas
2611804,Ribeirão,PE,Pernambuco,ribeirao
2611903,Rio Formoso,PE,Pernambuco,rio formoso
2612000,Sairé,PE,Pernambuco,saire
2612109,Salgadinho,PE,Pernambuco,salgadinho
2612208,Salgueiro,PE,Pernambuco,salgueiro
2612307,Saloá,PE,Pernambuco,saloa
2612406,Sanharó,PE,Pernambuco,sanharo
2612455,Santa Cruz,PE,Pernambuco,santa cruz
2612471,Santa Cruz da Baixa Verde,PE,Pernambuco,santa cruz da baixa verde
2612505,Santa Cruz do Capibaribe,PE,Pernambuco,santa cruz do capibaribe
2612554,Santa Filomena,PE,Pernambuco,santa filomena
2612604,Santa Maria da Boa Vista,PE,Pernambuco,santa maria da boa vista
2612703,Santa Maria do Cambucá,PE,Pernambuco,santa maria do cambuca
2612802,Santa Terezinha,PE,Pernambuco,santa terezinha
2612901,São Benedito do Sul,PE,Pernambuco,sao benedito do sul
2613008,São Bento do Una,PE,Pernambuco,sao bento do una
2613107,São Caitano,PE,Pernambuco,sao caitano
2613206,São João,PE,Pernambuco,sao joao
2613305,São Joaquim do Monte,PE,Pernambuco,sao joaquim do monte
2613404,São José da Coroa Grande,PE,Pernambuco,sao jose da coroa grande
2613503,São José do Belmonte,PE,Pernambuco,sao jose do belmonte
2613602,São José do Egito,PE,Pernambuco,sao jose do egito
2613701,São Lourenço da Mata,PE,Pernambuco,sao lourenco da mata
2613800,São Vicente Férrer,PE,Pernambuco,sao vicente ferrer
2613909,Serra Talhada,PE,Pernambuco,serra talhada
2614006,Serrita,PE,Pernambuco,serrita
2614105,Sertânia,PE,Pernambuco,sertania
2614204,Sirinhaém,PE,Pernambuco,sirinhaem
2614402,Solidão,PE,Pernambuco,solidao
2614501,Surubim,PE,Pernambuco,surubim
2614600,Tabira,PE,Pernambuco,tabira
2614709,Tacaimbó,PE,Pernambuco,tacaimbo
2614808,Tacaratu,PE,Pernambuco,tacaratu
2614857,Tamandaré,PE,Pernambuco,tamandare
2615003,Taquaritinga do Norte,PE,Pernambuco,taquaritinga do norte
2615102,Terezinha,PE,Pernambuco,terezinha
2615201,Terra Nova,PE,Pernambuco,terra nova
2615300,Timbaúba,PE,Pernambuco,timbauba
2615409,Toritama,PE,Pernambuco,toritama
2615508,Tracunhaém,PE,Pernambuco,tracunhaem
2615607,Trindade,PE,Pernambuco,trindade
2615706,Triunfo,PE,Pernambuco,triunfo
2615805,Tupanatinga,PE,Pernambuco,tupanatinga
2615904,Tuparetama,PE,Pernambuco,tuparetama
2616001,Venturosa,PE,Pernambuco,venturosa
2616100,Verdejante,PE,Pernambuco,verdejante
2616183,Vertente do Lério,PE,Pernambuco,vertente do lerio
2616209,Vertentes,PE,Pernambuco,vertentes
2616308,Vicência,PE,Pernambuco,vicencia
2616407,Vitória de Santo Antão,PE,Pernambuco,vitoria de santo antao
2616506,Xexéu,PE,Pernambuco,xexeu
2200053,Acauã,PI,Piauí,acaua
2200103,Agricolândia,PI,Piauí,agricolandia
2200202,Água Branca,PI,Piauí,agua branca
2200251,Alagoinha do Piauí,PI,Piauí,alagoinha do piaui
2200277,Alegrete do Piauí,PI,Piauí,alegrete do piaui
2200301,Alto Longá,PI,Piauí,alto longa
2200400,Altos,PI,Piauí,altos
2200459,Alvorada do Gurguéia,PI,Piauí,alvorada do gurgueia
2200509,Amarante,PI,Piauí,amarante
2200608,Angical do Piauí,PI,Piauí,angical do piaui
2200707,Anísio de Abreu,PI,Piauí,anisio de abreu
2200806,Antônio Almeida,PI,Piauí,antonio almeida
2200905,Aroazes,PI,Piauí,aroazes
2200954,Aroeiras do Itaim,PI,Piauí,aroeiras do itaim
2201002,Arraial,PI,Piauí,arraial
2201051,Assunção do Piauí,PI,Piauí,assuncao do piaui
2201101,Avelino Lopes,PI,Piauí,avelino lopes
2201150,Baixa Grande do Ribeiro,PI,Piauí,baixa grande do ribeiro
2201176,Barra D'Alcântara,PI,Piauí,barra d'alcantara
2201200,Barras,PI,Piauí,barras
2201309,Barreiras do Piauí,PI,Piauí,barreiras do piaui
2201408,Barro Duro,PI,Piauí,barro duro
2201507,Batalha,PI,Piauí,batalha
2201556,Bela Vista do Piauí,PI,Piauí,bela vista do piaui
2201572,Belém do Piauí,PI,Piauí,belem do piaui
2201606,Beneditinos,PI,Piauí,beneditinos
2201705,Bertolínia,PI,Piauí,bertolinia
2201739,Betânia do Piauí,PI,Piauí,betania do piaui
2201770,Boa Hora,PI,Piauí,boa hora
2201804,Bocaina,PI,Piauí,bocaina
2201903,Bom Jesus,PI,Piauí,bom jesus
2201919,Bom Princípio do Piauí,PI,Piauí,bom principio do piaui
2201929,Bonfim do Piauí,PI,Piauí,bonfim do piaui
2201945,Boqueirão do Piauí,PI,Piauí,boqueirao do piaui
2201960,Brasileira,PI,Piauí,brasileira
2201988,Brejo do Piauí,PI,Piauí,brejo do piaui
2202000,Buriti dos Lopes,PI,Piauí,buriti dos lopes
2202026,Buriti dos Montes,PI,Piauí,buriti dos montes
2202059,Cabeceiras do Piauí,PI,Piauí,cabeceiras do piaui
2202075,Cajazeiras do Piauí,PI,Piauí,cajazeiras do piaui
2202083,Cajueiro da Praia,PI,Piauí,cajueiro da praia
2202091,Caldeirão Grande do Piauí,PI,Piauí,caldeirao grande do piaui
2202109,Campinas do Piauí,PI,Piauí,campinas do piaui
2202117,Campo Alegre do Fidalgo,PI,Piauí,campo alegre do fidalgo
2202133,Campo Grande do Piauí,PI,Piauí,campo grande do piaui
2202174,Campo Largo do Piauí,PI,Piauí,campo largo do piaui
2202208,Campo Maior,PI,Piauí,campo maior
2202251,Canavieira,PI,Piauí,canavieira
2202307,Canto do Buriti,PI,Piauí,canto do buriti
2202406,Capitão de Campos,PI,Piauí,capitao de campos
2202455,Capitão Gervásio Oliveira,PI,Piauí,capitao gervasio oliveira
2202505,Caracol,PI,Piauí,caracol
2202539,Caraúbas do Piauí,PI,Piauí,caraubas do piaui
2202554,Caridade do Piauí,PI,Piauí,caridade do piaui
2202604,Castelo do Piauí,PI,Piauí,castelo do piaui
2202653,Caxingó,PI,Piauí,caxingo
2202703,Cocal,PI,Piauí,cocal
2202711,Cocal de Telha,PI,Piauí,cocal de telha
2202729,Cocal dos Alves,PI,Piauí,cocal dos alves
2202737,Coivaras,PI,Piauí,coivaras
2202752,Colônia do Gurguéia,PI,Piauí,colonia do gurgueia
2202778,Colônia do Piauí,PI,Piauí,colonia do piaui
2202802,Conceição do Canindé,PI,Piauí,conceicao do caninde
2202851,Coronel José Dias,PI,Piauí,coronel jose dias
2202901,Corrente,PI,Piauí,corrente
2203008,Cristalândia do Piauí,PI,Piauí,cristalandia do piaui
2203107,Cristino Castro,PI,Piauí,cristino castro
2203206,Curimatá,PI,Piauí,curimata
2203230,Currais,PI,Piauí,currais
2203271,Curral Novo do Piauí,PI,Piauí,curral novo do piaui
2203255,Curralinhos,PI,Piauí,curralinhos
2203305,Demerval Lobão,PI,Piauí,demerval lobao
2203354,Dirceu Arcoverde,PI,Piauí,dirceu arcoverde
2203404,Dom Expedito Lopes,PI,Piauí,dom expedito lopes
2203453,Dom Inocêncio,PI,Piauí,dom inocencio
2203420,Domingos Mourão,PI,Piauí,domingos mourao
2203503,Elesbão Veloso,PI,Piauí,elesbao veloso
2203602,Eliseu Martins,PI,Piauí,eliseu martins
2203701,Esperantina,PI,Piauí,esperantina
2203750,Fartura do Piauí,PI,Piauí,fartura do piaui
2203800,Flores do Piauí,PI,Piauí,flores do piaui
2203859,Floresta do Piauí,PI,Piauí,floresta do piaui
2203909,Floriano,PI,Piauí,floriano
2204006,Francinópolis,PI,Piauí,francinopolis
2204105,Francisco Ayres,PI,Piauí,francisco ayres
2204154,Francisco Macedo,PI,Piauí,francisco macedo
2204204,Francisco Santos,PI,Piauí,francisco santos
2204303,Fronteiras,PI,Piauí,fronteiras
2204352,Geminiano,PI,Piauí,geminiano
2204402,Gilbués,PI,Piauí,gilbues
2204501,Guadalupe,PI,Piauí,guadalupe
2204550,Guaribas,PI,Piauí,guaribas
2204600,Hugo Napoleão,PI,Piauí,hugo napoleao
2204659,Ilha Grande,PI,Piauí,ilha grande
2204709,Inhuma,PI,Piauí,inhuma
2204808,Ipiranga do Piauí,PI,Piauí,ipiranga do piaui
2204907,Isaías Coelho,PI,Piauí,isaias coelho
2205003,Itainópolis,PI,Piauí,itainopolis
2205102,Itaueira,PI,Piauí,itaueira
2205151,Jacobina do Piauí,PI,Piauí,jacobina do piaui
2205201,Jaicós,PI,Piauí,jaicos
2205250,Jardim do Mulato,PI,Piauí,jardim do mulato
2205276,Jatobá do Piauí,PI,Piauí,jatoba do piaui
2205300,Jerumenha,PI,Piauí,jerumenha
2205359,João Costa,PI,Piauí,joao costa
2205409,Joaquim Pires,PI,Piauí,joaquim pires
2205458,Joca Marques,PI,Piauí,joca marques
2205508,José de Freitas,PI,Piauí,jose de freitas
2205516,Juazeiro do Piauí,PI,Piauí,juazeiro do piaui
2205524,Júlio Borges,PI,Piauí,julio borges
2205532,Jurema,PI,Piauí,jurema
2205557,Lagoa Alegre,PI,Piauí,lagoa alegre
2205573,Lagoa de São Francisco,PI,Piauí,lagoa de sao francisco
2205565,Lagoa do Barro do Piauí,PI,Piauí,lagoa do barro do piaui
2205581,Lagoa do Piauí,PI,Piauí,lagoa do piaui
2205599,Lagoa do Sítio,PI,Piauí,lagoa do sitio
2205540,Lagoinha do Piauí,PI,Piauí,lagoinha do piaui
2205607,Landri Sales,PI,Piauí,landri sales
2205706,Luís Correia,PI,Piauí,luis correia
2205805,Luzilândia,PI,Piauí,luzilandia
2205854,Madeiro,PI,Piauí,madeiro
2205904,Manoel Emídio,PI,Piauí,manoel emidio
2205953,Marcolândia,PI,Piauí,marcolandia
2206001,Marcos Parente,PI,Piauí,marcos parente
2206050,Massapê do Piauí,PI,Piauí,massape do piaui
2206100,Matias Olímpio,PI,Piauí,matias olimpio
2206209,Miguel Alves,PI,Piauí,miguel alves
2206308,Miguel Leão,PI,Piauí,miguel leao
2206357,Milton Brandão,PI,Piauí,milton brandao
2206407,Monsenhor Gil,PI,Piauí,monsenhor gil
2206506,Monsenhor Hipólito,PI,Piauí,monsenhor hipolito
2206605,Monte Alegre do Piauí,PI,Piauí,monte alegre do piaui
2206654,Morro Cabeça no Tempo,PI,Piauí,morro cabeca no tempo
2206670,Morro do Chapéu do Piauí,PI,Piauí,morro do chapeu do piaui
2206696,Murici dos Portelas,PI,Piauí,murici dos portelas
2206704,Nazaré do Piauí,PI,Piauí,nazare do piaui
2206720,Nazária,PI,Piauí,nazaria
2206753,Nossa Senhora de Nazaré,PI,Piauí,nossa senhora de nazare
2206803,Nossa Senhora dos Remédios,PI,Piauí,nossa senhora dos remedios
2207959,Nova Santa Rita,PI,Piauí,nova santa rita
2206902,Novo Oriente do Piauí,PI,Piauí,novo oriente do piaui
2206951,Novo Santo Antônio,PI,Piauí,novo santo antonio
2207009,Oeiras,PI,Piauí,oeiras
2207108,Olho D'Água do Piauí,PI,Piauí,olho d'agua do piaui
2207207,Padre Marcos,PI,Piauí,padre marcos
2207306,Paes Landim,PI,Piauí,paes landim
2207355,Pajeú do Piauí,PI,Piauí,pajeu do piaui
2207405,Palmeira do Piauí,PI,Piauí,palmeira do piaui
2207504,Palmeirais,PI,Piauí,palmeirais
2207553,Paquetá,PI,Piauí,paqueta
2207603,Parnaguá,PI,Piauí,parnagua
2207702,Parnaíba,PI,Piauí,parnaiba
2207751,Passagem Franca do Piauí,PI,Piauí,passagem franca do piaui
2207777,Patos do Piauí,PI,Piauí,patos do piaui
2207793,Pau D'Arco do Piauí,PI,Piauí,pau d'arco do piaui
2207801,Paulistana,PI,Piauí,paulistana
2207850,Pavussu,PI,Piauí,pavussu
2207900,Pedro II,PI,Piauí,pedro ii
2207934,Pedro Laurentino,PI,Piauí,pedro laurentino
2208007,Picos,PI,Piauí,picos
2208106,Pimenteiras,PI,Piauí,pimenteiras
2208205,Pio IX,PI,Piauí,pio ix
2208304,Piracuruca,PI,Piauí,piracuruca
2208403,Piripiri,PI,Piauí,piripiri
2208502,Porto,PI,Piauí,porto
2208551,Porto Alegre do Piauí,PI,Piauí,porto alegre do piaui
2208601,Prata do Piauí,PI,Piauí,prata do piaui
2208650,Queimada Nova,PI,Piauí,queimada nova
2208700,Redenção do Gurguéia,PI,Piauí,redencao do gurgueia
2208809,Regeneração,PI,Piauí,regeneracao
2208858,Riacho Frio,PI,Piauí,riacho frio
2208874,Ribeira do Piauí,PI,Piauí,ribeira do piaui
2208908,Ribeiro Gonçalves,PI,Piauí,ribeiro goncalves
2209005,Rio Grande do Piauí,PI,Piauí,rio grande do piaui
2209104,Santa Cruz do Piauí,PI,Piauí,santa cruz do piaui
2209153,Santa Cruz dos Milagres,PI,Piauí,santa cruz dos milagres
2209203,Santa Filomena,PI,Piauí,santa filomena
2209302,Santa Luz,PI,Piauí,santa luz
2209377,Santa Rosa do Piauí,PI,Piauí,santa rosa do piaui
2209351,Santana do Piauí,PI,Piauí,santana do piaui
2209401,Santo Antônio de Lisboa,PI,Piauí,santo antonio de lisboa
2209450,Santo Antônio dos Milagres,PI,Piauí,santo antonio dos milagres
2209500,Santo Inácio do Piauí,PI,Piauí,santo inacio do piaui
2209559,São Braz do Piauí,PI,Piauí,sao braz do piaui
2209609,São Félix do Piauí,PI,Piauí,sao felix do piaui
2209658,São Francisco de Assis do Piauí,PI,Piauí,sao francisco de assis do piaui
2209708,São Francisco do Piauí,PI,Piauí,sao francisco do piaui
2209757,São Gonçalo do Gurguéia,PI,Piauí,sao goncalo do gurgueia
2209807,São Gonçalo do Piauí,PI,Piauí,sao goncalo do piaui
2209856,São João da Canabrava,PI,Piauí,sao joao da canabrava
2209872,São João da Fronteira,PI,Piauí,sao joao da fronteira
2209906,São João da Serra,PI,Piauí,sao joao da serra
2209955,São João da Varjota,PI,Piauí,sao joao da varjota
2209971,São João do Arraial,PI,Piauí,sao joao do arraial
2210003,São João do Piauí,PI,Piauí,sao joao do piaui
2210052,São José do Divino,PI,Piauí,sao jose do divino
2210102,São José do Peixe,PI,Piauí,sao jose do peixe
2210201,São José do Piauí,PI,Piauí,sao jose do piaui
2210300,São Julião,PI,Piauí,sao juliao
2210359,São Lourenço do Piauí,PI,Piauí,sao lourenco do piaui
2210375,São Luis do Piauí,PI,Piauí,sao luis do piaui
2210383,São Miguel da Baixa Grande,PI,Piauí,sao miguel da baixa grande
2210391,São Miguel do Fidalgo,PI,Piauí,sao miguel do fidalgo
2210409,São Miguel do Tapuio,PI,Piauí,sao miguel do tapuio
2210508,São Pedro do Piauí,PI,Piauí,sao pedro do piaui
2210607,São Raimundo Nonato,PI,Piauí,sao raimundo nonato
2210623,Sebastião Barros,PI,Piauí,sebastiao barros
2210631,Sebastião Leal,PI,Piauí,sebastiao leal
2210656,Sigefredo Pacheco,PI,Piauí,sigefredo pacheco
2210706,Simões,PI,Piauí,simoes
2210805,Simplício Mendes,PI,Piauí,simplicio mendes
2210904,Socorro do Piauí,PI,Piauí,socorro do piaui
2210938,Sussuapara,PI,Piauí,sussuapara
2210953,Tamboril do Piauí,PI,Piauí,tamboril do piaui
2210979,Tanque do Piauí,PI,Piauí,tanque do piaui
2211001,Teresina,PI,Piauí,teresina
2211100,União,PI,Piauí,uniao
2211209,Uruçuí,PI,Piauí,urucui
2211308,Valença do Piauí,PI,Piauí,valenca do piaui
2211357,Várzea Branca,PI,Piauí,varzea branca
2211407,Várzea Grande,PI,Piauí,varzea grande
2211506,Vera Mendes,PI,Piauí,vera mendes
2211605,Vila Nova do Piauí,PI,Piauí,vila nova do piaui
2211704,Wall Ferraz,PI,Piauí,wall ferraz
4100103,Abatiá,PR,Paraná,abatia
4100202,Adrianópolis,PR,Paraná,adrianopolis
4100301,Agudos do Sul,PR,Paraná,agudos do sul
4100400,Almirante Tamandaré,PR,Paraná,almirante tamandare
4100459,Altamira do Paraná,PR,Paraná,altamira do parana
4128625,Alto Paraíso,PR,Paraná,alto paraiso
4100608,Alto Paraná,PR,Paraná,alto parana
4100707,Alto Piquiri,PR,Paraná,alto piquiri
4100509,Altônia,PR,Paraná,altonia
4100806,Alvorada do Sul,PR,Paraná,alvorada do sul
4100905,Amaporã,PR,Paraná,amapora
4101002,Ampére,PR,Paraná,ampere
4101051,Anahy,PR,Paraná,anahy
4101101,Andirá,PR,Paraná,andira
4101150,Ângulo,PR,Paraná,angulo
4101200,Antonina,PR,Paraná,antonina
4101309,Antônio Olinto,PR,Paraná,antonio olinto
4101408,Apucarana,PR,Paraná,apucarana
4101507,Arapongas,PR,Paraná,arapongas
4101606,Arapoti,PR,Paraná,arapoti
4101655,Arapuã,PR,Paraná,arapua
4101705,Araruna,PR,Paraná,araruna
